name,sym,open,close,change,percent,snr
Capital Trust,BXMT,17.86,18.46,0.6,0.034,0.11
Under Armour,UA,6.75,7.46,0.71,0.105,0.11
Celldex Therapeutics,CLDX,38.21,41.33,3.12,0.082,0.11
Liberty Media,LSXMA,22.68,23.81,1.13,0.05,0.11
White Mountains Insurance,WTM,1758.77,1844.24,85.47,0.049,0.11
White Mountains Insurance Group Ltd.,WTM,1758.77,1844.24,85.47,0.049,0.11
CIGNA,CI,336,361.81,25.81,0.077,0.1
BlackRock,BLK,880,901.81,21.81,0.025,0.1
American Electric Power,AEP,98.39,100.28,1.89,0.019,0.1
CDW,CDW,216.15,225.64,9.49,0.044,0.1
Teradyne,TER,128.77,136.73,7.96,0.062,0.1
Centene,CNC,77.47,78.83,1.36,0.018,0.1
Paychex,PAYX,127.4,131.2,3.8,0.03,0.1
